Food Item
1 tbsp flax seeds
1 tbsp lite mayo
1 tbsp lite salad dressing
1 tbsp nuts/seeds
1 tbsp pesto
1 tbsp tahini
1 tsp cooking oil
1 tsp flax oil
1 tsp margarine
10g dark chocolate
15g regular cream cheese
2 tbsp coconut cream
2 tbsp full fat hummus
2 tsp nut butter
2 tsp peanut/almond butter
20g cheese
30g low fat cream cheese
5 olives
¼ avo
¼ cup coconut milk
¼ cup coconut milk/yoghurt
¼ cup coconut yoghurt
